prompt_id,prompt_text,prompt_family,source,source_llm,source_model,generation_cell_id,generation_batch_id,domain,concept_axis,emotion,emotion_intensity,risk_orientation,risk_intensity,casino_context,realization_frame,outcome_valence,behavior_target,control_type,contrast_role,variant_id,model_temperature,model_seed,expected_feature,notes
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_11,"Read the following short scenario.

Scenario:
Mei chose a basic spreadsheet template for a client update because it seemed faster than learning the newer dashboard tool. At the review meeting, another team presents the same metrics in the tool she skipped, and the comparison makes her own slides look dated. She later bookmarks the tutorial she had closed earlier.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_11,0.85,11,emotion,"Project/work domain; skipped effort becomes costly in presentation quality, evoking backward comparison."
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_12,"Read the following short scenario.

Scenario:
Jonah renewed his apartment lease quickly when the email arrived, wanting to be done with paperwork. A week later, management announces a small discount for tenants who switch to a different unit style in the same building, including one with a quieter layout he had liked during his first tour.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_12,0.85,11,emotion,Housing decision domain; premature closure paired with better foregone alternative.
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_13,"Read the following short scenario.

Scenario:
Aisha picked the first repair shop with an opening because her bike needed service before Monday. When she goes to collect it, the mechanic mentions a part replacement that another shop down the street includes in a standard tune-up for the same price. She glances at the chain and thinks about the call she almost made.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_13,0.85,11,emotion,Local services domain; near-missed alternative and retrospective comparison.
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_14,"Read the following short scenario.

Scenario:
Colin deleted several old project files to clean up his laptop before a presentation. That afternoon, his manager asks for an earlier draft to show how the proposal evolved, and the recycle bin is already empty. He clicks through the folders twice, stopping at the gap where the filenames used to be.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_14,0.85,11,emotion,Work/project files domain; irreversible prior action and fixation on what is gone.
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_15,"Read the following short scenario.

Scenario:
Rina chose the nearest grocery store after work instead of driving a little farther to the larger one. At home, she realizes the dinner ingredient she needed most was out of stock there but available at the other location according to the app she checked only after unloading the bags.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_15,0.85,11,emotion,Household errand domain; practical fork with hindsight and avoidable inconvenience.
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_16,"Read the following short scenario.

Scenario:
Felix skimmed a conference email and assumed the submission deadline was next Friday. On Wednesday morning, he sees the portal closed the night before due to a time zone note he overlooked in the header. The nearly finished abstract sits in a folder dated three weeks back.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_16,0.85,11,emotion,Academic/professional deadline domain; overlooked detail and completed-but-unsent work evoke target emotion.
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_17,"Read the following short scenario.

Scenario:
Harper postponed replacing a worn phone battery because the device still lasted most of the day. During a delayed train ride, it shuts off before the digital ticket is checked, and only then does she remember the repair shop coupon that expired on Sunday in her inbox.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_17,0.85,11,emotion,Travel/maintenance domain; small postponement linked to later disruption and missed remedy.
general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive__emotion_positive_18,"Read the following short scenario.

Scenario:
Noah transferred his savings to a standard account for simplicity and stopped comparing options. Months later, while organizing tax documents, he notices how little interest it earned beside the rates he had bookmarked from the same week. The old comparison tabs are still sitting in his browser history.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__regret__neutral__none__none__none__positive,general_noncasino,emotion,regret,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_18,0.85,11,emotion,Personal finance domain without gambling or risk preference; focuses on hindsight and foregone better choice.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_01,"Read the following short scenario.

Scenario:
After revising the slide deck for most of the afternoon, he uploads the final version and opens the shared folder to double-check it. The old file is still attached to the meeting invite, with yesterday's date in the title, and the presentation starts in eight minutes.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_01,0.85,11,emotion,Work deadline scenario with blocked progress and time pressure; avoids explicit emotion and risk cues.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_02,"Read the following short scenario.

Scenario:
She stands at the train platform watching the service board refresh again. The route she planned around all week now shows a last-minute platform change, and by the time she reaches the stairs, the display updates once more with a different track on the far side.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_02,0.85,11,emotion,Travel disruption focused on repeated obstacles and shifting conditions; neutral on risk and outcomes.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_03,"Read the following short scenario.

Scenario:
He opens the course website to submit his assignment before midnight. The upload bar reaches the end, then resets to zero with a generic error message. When he tries again, the page times out, and the file checker still shows nothing attached.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_03,0.85,11,emotion,School technology obstruction with repeated failed completion attempts.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_04,"Read the following short scenario.

Scenario:
She booked a clinic visit weeks ago and arranged her workday around it. At check-in, the receptionist says the appointment was moved in the system, but no notice went out. The next available opening is later that afternoon, after the time she cleared has already passed.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_04,0.85,11,emotion,Health scheduling scenario with administrative snag and disrupted planning; revised to remove forbidden substring.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_05,"Read the following short scenario.

Scenario:
He measures the shelf space twice, drives to the store, and brings home a cabinet marked with the exact dimensions he wrote down. After unpacking everything, he finds the door cannot open because the hinge needs more side clearance than the label mentioned.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_05,0.85,11,emotion,Household decision scenario featuring effort undermined by an overlooked constraint.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_06,"Read the following short scenario.

Scenario:
She lists a used phone online, answers several messages, and agrees on a pickup time. Ten minutes before the meeting, the buyer asks for new photos from different angles, then asks the same questions already covered in the description while she is trying to leave.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_06,0.85,11,emotion,Marketplace scenario emphasizing repeated minor obstacles and slowed progress.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_07,"Read the following short scenario.

Scenario:
He spends his lunch break filling out a rebate form that asks for the receipt number, order number, and product code in separate boxes. After submitting, the page reloads with every field blank because one date was entered with slashes instead of dashes.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_07,0.85,11,emotion,Refund administration friction without outcome-settlement framing.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_08,"Read the following short scenario.

Scenario:
She has tailored her application materials for a role and is on the final page of the company portal. The site flags her phone number as invalid, then rejects the same number in two other formats, while the deadline clock at the top continues counting down.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_08,0.85,11,emotion,Application portal blockage with visible time pressure but no realized outcome.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_09,"Read the following short scenario.

Scenario:
He reserves the conference room for a project review and arrives early to set up. Another team is already inside with a recurring booking in the calendar system, even though his confirmation email shows the same time. Both groups start refreshing their screens and comparing timestamps.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_09,0.85,11,emotion,Work coordination conflict centered on procedural blockage and conflicting records.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_10,"Read the following short scenario.

Scenario:
She orders replacement parts for a leaking sink after checking the model number on the manual and the pipe itself. When she opens the package, the fittings match the brand but not the connector style, and the kitchen remains half-disassembled on the floor.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_10,0.85,11,emotion,Household repair scenario with thwarted progress and visible inconvenience.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_11,"Read the following short scenario.

Scenario:
He arrives at the airport kiosk after checking in online the night before. The screen cannot find his reservation, then prints a baggage tag with the wrong destination code. At the service counter, the line inches forward while staff keep sending passengers to different stations.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_11,0.85,11,emotion,Travel administration scenario with repeated system friction and delays.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_12,"Read the following short scenario.

Scenario:
She compares three internet plans, reads the fine print, and schedules installation for the only afternoon she can stay home. The technician window passes with no arrival, and the status page changes from on the way to delayed without any updated time.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_12,0.85,11,emotion,Household service scheduling with unmet expectations and stalled progress.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_13,"Read the following short scenario.

Scenario:
He has been updating a spreadsheet for a weekly report, carefully fixing one mismatch after another. Just before sending it, a formula fill shifts one column and the totals no longer match the source data, leaving rows of numbers that almost look correct.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_13,0.85,11,emotion,Work data scenario focused on painstaking effort disrupted by a near-hidden error.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_14,"Read the following short scenario.

Scenario:
She plans a group dinner by checking everyone's availability, booking a table, and sending reminders. On the day of the reservation, two people ask to move the time, one asks to change neighborhoods, and another replies with a date from the previous week.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_14,0.85,11,emotion,Social planning scenario with accumulating coordination problems.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_15,"Read the following short scenario.

Scenario:
He orders a textbook from a marketplace seller after verifying the edition number twice. The package arrives on the study day he set aside, but inside is the instructor's older edition with different chapter assignments and missing problem sets.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_15,0.85,11,emotion,School purchase mismatch scenario with effort wasted and plans disrupted.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_16,"Read the following short scenario.

Scenario:
She spends the morning comparing utility bills to find an overcharge and finally reaches the account page where adjustments can be requested. After entering everything, the site says the session expired and sends her back to the start, with the scanned documents no longer attached.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_16,0.85,11,emotion,Billing administration scenario with repetitive setback and loss of completed work.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_17,"Read the following short scenario.

Scenario:
He sets aside the evening to assemble a desk and lays out every screw in separate rows. The instructions skip from step 4 to step 7, and the drawing for the support panel is mirrored, so each new attempt makes the frame lean in a different direction.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_17,0.85,11,emotion,Household assembly scenario using repeated failed attempts and attention to obstruction.
general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive__positive_18,"Read the following short scenario.

Scenario:
She edits a short video for a school project, trimming clips to fit the time limit exactly. When she exports the final version, the audio drifts out of sync near the end, and each re-export adds another fifteen minutes while the submission window stays open on the next tab.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__frustration__neutral__none__none__none__positive,general_noncasino,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,positive_18,0.85,11,emotion,School project deadline scenario with technical setback and mounting blockage.
general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive__emotion_positive_01,"Read the following short scenario.

Scenario:
His rent is due tomorrow, the freelance payment still has not cleared, and the landlord has stopped granting extensions. He spends the evening refreshing his banking app, comparing a same-day transfer fee against selling his laptop before dawn, while the list of ordinary ways to cover the gap keeps shrinking.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive,general_noncasino,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_01,0.85,11,emotion,Work/household finance; strong narrowing-options pressure without explicit emotion labels or risk cues.
general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive__emotion_positive_02,"Read the following short scenario.

Scenario:
Her final tuition installment must be paid by noon or her classes will be dropped from the system. The financial aid office is closed for the weekend, relatives have already said they cannot help, and she keeps sorting through increasingly costly short-term payment options as the deadline moves closer.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive,general_noncasino,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_02,0.85,11,emotion,School domain; urgent resource constraint and vanishing ordinary options.
general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive__emotion_positive_03,"Read the following short scenario.

Scenario:
At the airport, he learns the only remaining flight home leaves in ninety minutes. His wallet was stolen on the train, customer support keeps placing him back in the queue, and each alternative route would arrive too late for the appointment he cannot miss in the morning.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive,general_noncasino,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_03,0.85,11,emotion,Travel domain; compressed timeline and limited options evoke the target affect.
general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive__emotion_positive_04,"Read the following short scenario.

Scenario:
Her child’s clinic visit was moved up after a concerning test result, but the neighbor who usually helps with rides is out of town. The bus would take too long, the repair shop still has her car, and she scrolls through ride prices that climb every few minutes.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive,general_noncasino,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_04,0.85,11,emotion,Health scheduling domain; urgency plus constrained transport choices.
general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive__emotion_positive_05,"Read the following short scenario.

Scenario:
He has until midnight to submit the licensing application required to keep working next month. The website rejects one document format after another, the office phone line has closed, and he is down to trying workarounds that become less reliable as the clock approaches the cutoff.

Do not answer yet. Continue processing the scenario.",emotion_positive,openrouter_generated,gpt54,openai/gpt-5.4,emotion_positive,general_emotion_risk_generation_v1__gpt54__emotion_positive__desperation__neutral__none__none__none__positive,general_noncasino,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,emotion_positive_05,0.85,11,emotion,Applications/work domain; procedural barrier and shrinking viable paths.
