prompt_id,projection,token_count,split,pair_id,pair_role,domain,realization_frame,outcome_valence,amount_bucket,risk_context,behavior_target,source_llm
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_realization_money_pair1__paper_open,-27327.1953125,47,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_realization_money_pair1,paper_open,finance_investments,paper_open,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_realization_money_pair1__realized_closed,-26854.212890625,41,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__finance_investments__none__neutral__paired__loss__large__none__paired__heldout_realization_money_pair1,realized_closed,finance_investments,realized_closed,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__small__none__paired__heldout_refund_filed__paper_open,-28755.28125,66,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__small__none__paired__heldout_refund_filed,paper_open,refund_reimbursement,paper_open,gain,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__small__none__paired__heldout_refund_filed__realized_closed,-28088.08984375,62,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__small__none__paired__heldout_refund_filed,realized_closed,refund_reimbursement,realized_closed,gain,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__small__none__paired__heldout_refund_kara__paper_open,-29486.451171875,59,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__small__none__paired__heldout_refund_kara,paper_open,refund_reimbursement,paper_open,loss,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__small__none__paired__heldout_refund_kara__realized_closed,-29119.6796875,55,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__small__none__paired__heldout_refund_kara,realized_closed,refund_reimbursement,realized_closed,loss,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__heldout_refund_pending__paper_open,-29250.98046875,51,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__heldout_refund_pending,paper_open,refund_reimbursement,paper_open,gain,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__heldout_refund_pending__realized_closed,-28813.12890625,54,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__heldout_refund_pending,realized_closed,refund_reimbursement,realized_closed,gain,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__heldout_money_refund_pending__paper_open,-28209.853515625,54,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__heldout_money_refund_pending,paper_open,refund_reimbursement,paper_open,loss,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__heldout_money_refund_pending__realized_closed,-27984.015625,51,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__heldout_money_refund_pending,realized_closed,refund_reimbursement,realized_closed,loss,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__large__none__paired__heldout_refund_visible_vs_received__paper_open,-29019.44921875,51,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__large__none__paired__heldout_refund_visible_vs_received,paper_open,refund_reimbursement,paper_open,gain,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__large__none__paired__heldout_refund_visible_vs_received__realized_closed,-28931.67578125,48,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__gain__large__none__paired__heldout_refund_visible_vs_received,realized_closed,refund_reimbursement,realized_closed,gain,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__large__none__paired__heldout_refund_req__paper_open,-28622.916015625,54,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__large__none__paired__heldout_refund_req,paper_open,refund_reimbursement,paper_open,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__large__none__paired__heldout_refund_req__realized_closed,-27762.650390625,52,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__refund_reimbursement__none__neutral__paired__loss__large__none__paired__heldout_refund_req,realized_closed,refund_reimbursement,realized_closed,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__small__none__paired__heldout_realization_money_pair_1__paper_open,-28791.0234375,51,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__small__none__paired__heldout_realization_money_pair_1,paper_open,budget_spending,paper_open,gain,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__small__none__paired__heldout_realization_money_pair_1__realized_closed,-28487.228515625,53,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__small__none__paired__heldout_realization_money_pair_1,realized_closed,budget_spending,realized_closed,gain,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__small__none__paired__heldout_realization_money_1__paper_open,-28101.150390625,47,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__small__none__paired__heldout_realization_money_1,paper_open,budget_spending,paper_open,loss,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__small__none__paired__heldout_realization_money_1__realized_closed,-27359.2890625,44,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__small__none__paired__heldout_realization_money_1,realized_closed,budget_spending,realized_closed,loss,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__medium__none__paired__heldout_budget_spend_pair_01__paper_open,-28552.615234375,65,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__medium__none__paired__heldout_budget_spend_pair_01,paper_open,budget_spending,paper_open,gain,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__medium__none__paired__heldout_budget_spend_pair_01__realized_closed,-27894.767578125,57,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__medium__none__paired__heldout_budget_spend_pair_01,realized_closed,budget_spending,realized_closed,gain,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1__paper_open,-27033.615234375,72,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1,paper_open,budget_spending,paper_open,loss,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1__realized_closed,-26129.6953125,76,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1,realized_closed,budget_spending,realized_closed,loss,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__large__none__paired__heldout_budget_gain__paper_open,-28554.671875,43,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__large__none__paired__heldout_budget_gain,paper_open,budget_spending,paper_open,gain,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__large__none__paired__heldout_budget_gain__realized_closed,-27963.650390625,44,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__gain__large__none__paired__heldout_budget_gain,realized_closed,budget_spending,realized_closed,gain,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__large__none__paired__heldout_realization_money_1__paper_open,-29551.607421875,52,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__large__none__paired__heldout_realization_money_1,paper_open,budget_spending,paper_open,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__large__none__paired__heldout_realization_money_1__realized_closed,-28635.171875,49,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__budget_spending__none__neutral__paired__loss__large__none__paired__heldout_realization_money_1,realized_closed,budget_spending,realized_closed,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__small__none__paired__heldout_realization_money_001__paper_open,-28555.0078125,59,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__small__none__paired__heldout_realization_money_001,paper_open,compensation_bonus,paper_open,gain,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__small__none__paired__heldout_realization_money_001__realized_closed,-28276.439453125,55,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__small__none__paired__heldout_realization_money_001,realized_closed,compensation_bonus,realized_closed,gain,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__small__none__paired__heldout_realization_money_pair1__paper_open,-29202.0390625,59,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__small__none__paired__heldout_realization_money_pair1,paper_open,compensation_bonus,paper_open,loss,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__small__none__paired__heldout_realization_money_pair1__realized_closed,-28190.251953125,54,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__small__none__paired__heldout_realization_money_pair1,realized_closed,compensation_bonus,realized_closed,loss,small,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__medium__none__paired__heldout_compbonus_gain_1__paper_open,-28903.23046875,51,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__medium__none__paired__heldout_compbonus_gain_1,paper_open,compensation_bonus,paper_open,gain,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__medium__none__paired__heldout_compbonus_gain_1__realized_closed,-27874.34375,53,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__medium__none__paired__heldout_compbonus_gain_1,realized_closed,compensation_bonus,realized_closed,gain,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1__paper_open,-27582.328125,58,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1,paper_open,compensation_bonus,paper_open,loss,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1__realized_closed,-27538.763671875,54,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__medium__none__paired__heldout_realization_money_1,realized_closed,compensation_bonus,realized_closed,loss,medium,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__large__none__paired__heldout_realization_money_pair1__paper_open,-29146.62890625,52,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__large__none__paired__heldout_realization_money_pair1,paper_open,compensation_bonus,paper_open,gain,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__large__none__paired__heldout_realization_money_pair1__realized_closed,-29000.779296875,45,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__gain__large__none__paired__heldout_realization_money_pair1,realized_closed,compensation_bonus,realized_closed,gain,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__large__none__paired__heldout_realization_money_001__paper_open,-28971.478515625,76,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__large__none__paired__heldout_realization_money_001,paper_open,compensation_bonus,paper_open,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__large__none__paired__heldout_realization_money_001__realized_closed,-29024.865234375,65,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_money__heldout_readout__compensation_bonus__none__neutral__paired__loss__large__none__paired__heldout_realization_money_001,realized_closed,compensation_bonus,realized_closed,loss,large,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__gain__none__none__paired__heldout_grade_pair_001__paper_open,-28398.158203125,51,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__gain__none__none__paired__heldout_grade_pair_001,paper_open,academic_grades,paper_open,gain,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__gain__none__none__paired__heldout_grade_pair_001__realized_closed,-28155.861328125,49,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__gain__none__none__paired__heldout_grade_pair_001,realized_closed,academic_grades,realized_closed,gain,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__loss__none__none__paired__heldout_academic_provisional_vs_posted__paper_open,-28799.37109375,42,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__loss__none__none__paired__heldout_academic_provisional_vs_posted,paper_open,academic_grades,paper_open,loss,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__loss__none__none__paired__heldout_academic_provisional_vs_posted__realized_closed,-28923.767578125,39,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__academic_grades__none__neutral__paired__loss__none__none__paired__heldout_academic_provisional_vs_posted,realized_closed,academic_grades,realized_closed,loss,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__gain__none__none__paired__nonmoney_heldout_01__paper_open,-28726.74609375,54,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__gain__none__none__paired__nonmoney_heldout_01,paper_open,project_outcomes,paper_open,gain,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__gain__none__none__paired__nonmoney_heldout_01__realized_closed,-28554.4609375,50,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__gain__none__none__paired__nonmoney_heldout_01,realized_closed,project_outcomes,realized_closed,gain,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__loss__none__none__paired__heldout_project_outcome__paper_open,-30162.24609375,53,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__loss__none__none__paired__heldout_project_outcome,paper_open,project_outcomes,paper_open,loss,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__loss__none__none__paired__heldout_project_outcome__realized_closed,-30149.921875,52,heldout_readout,realization_vector_heldout_generation_v1__deepseek_v32__heldout_realization_nonmoney__heldout_readout__project_outcomes__none__neutral__paired__loss__none__none__paired__heldout_project_outcome,realized_closed,project_outcomes,realized_closed,loss,none,none,none,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__heldout_behavior_realization_casino_1__paper_open,-26864.361328125,107,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__heldout_behavior_realization_casino_1,paper_open,casino_gambling,paper_open,gain,small,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__heldout_behavior_realization_casino_1__realized_closed,-26826.796875,117,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__small__none__paired__heldout_behavior_realization_casino_1,realized_closed,casino_gambling,realized_closed,gain,small,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__small__none__paired__heldout_behavior_realization_casino_1__paper_open,-27738.638671875,178,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__small__none__paired__heldout_behavior_realization_casino_1,paper_open,casino_gambling,paper_open,loss,small,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__small__none__paired__heldout_behavior_realization_casino_1__realized_closed,-27771.85546875,181,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__small__none__paired__heldout_behavior_realization_casino_1,realized_closed,casino_gambling,realized_closed,loss,small,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__medium__none__paired__heldout_casino_pair_001__paper_open,-26726.7578125,95,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__medium__none__paired__heldout_casino_pair_001,paper_open,casino_gambling,paper_open,gain,medium,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__medium__none__paired__heldout_casino_pair_001__realized_closed,-26592.470703125,94,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__gain__medium__none__paired__heldout_casino_pair_001,realized_closed,casino_gambling,realized_closed,gain,medium,gambling_choice,wager_and_machine_risk,deepseek_v32
realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__medium__none__paired__heldout_casino_1__paper_open,-26628.09375,95,heldout_behavior_eval,realization_vector_heldout_generation_v1__deepseek_v32__heldout_behavior_realization_casino__heldout_behavior_eval__casino_gambling__none__neutral__paired__loss__medium__none__paired__heldout_casino_1,paper_open,casino_gambling,paper_open,loss,medium,gambling_choice,wager_and_machine_risk,deepseek_v32
