prompt_id,projection,token_count,split,pair_id,pair_role,domain,realization_frame,outcome_valence,amount_bucket,risk_context,behavior_target,source_llm
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair1__paper_open,-27312.2265625,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair1,paper_open,finance_investments,paper_open,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair1__realized_closed,-27450.537109375,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair1,realized_closed,finance_investments,realized_closed,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair2__paper_open,-27469.091796875,60,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair2,paper_open,finance_investments,paper_open,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair2__realized_closed,-27560.919921875,58,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__pair2,realized_closed,finance_investments,realized_closed,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair1__paper_open,-27223.947265625,56,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair1,paper_open,finance_investments,paper_open,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair1__realized_closed,-27130.3203125,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair1,realized_closed,finance_investments,realized_closed,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair2__paper_open,-27776.810546875,58,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair2,paper_open,finance_investments,paper_open,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair2__realized_closed,-27674.890625,53,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__pair2,realized_closed,finance_investments,realized_closed,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair1__paper_open,-26951.75390625,59,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair1,paper_open,finance_investments,paper_open,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair1__realized_closed,-26684.2421875,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair1,realized_closed,finance_investments,realized_closed,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair2__paper_open,-26776.626953125,52,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair2,paper_open,finance_investments,paper_open,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair2__realized_closed,-26440.5546875,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__pair2,realized_closed,finance_investments,realized_closed,loss,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair1__paper_open,-27158.41796875,48,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair1,paper_open,finance_investments,paper_open,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair1__realized_closed,-26914.6953125,44,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair1,realized_closed,finance_investments,realized_closed,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair2__paper_open,-27219.34375,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair2,paper_open,finance_investments,paper_open,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair2__realized_closed,-26425.921875,44,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__pair2,realized_closed,finance_investments,realized_closed,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair1__paper_open,-27341.5625,61,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair1,paper_open,finance_investments,paper_open,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair1__realized_closed,-26978.736328125,58,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair1,realized_closed,finance_investments,realized_closed,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair2__paper_open,-27265.2109375,66,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair2,paper_open,finance_investments,paper_open,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair2__realized_closed,-27269.806640625,68,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__pair2,realized_closed,finance_investments,realized_closed,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair1__paper_open,-27469.283203125,57,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair1,paper_open,finance_investments,paper_open,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair1__realized_closed,-27536.6484375,52,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair1,realized_closed,finance_investments,realized_closed,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair2__paper_open,-27793.4296875,57,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair2,paper_open,finance_investments,paper_open,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair2__realized_closed,-27256.4140625,56,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__pair2,realized_closed,finance_investments,realized_closed,neutral,small,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1__paper_open,-27308.6875,66,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1,paper_open,finance_investments,paper_open,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1__realized_closed,-27072.3046875,64,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1,realized_closed,finance_investments,realized_closed,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2__paper_open,-27497.822265625,69,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2,paper_open,finance_investments,paper_open,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2__realized_closed,-27202.056640625,71,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2,realized_closed,finance_investments,realized_closed,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1__paper_open,-27303.484375,63,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1,paper_open,finance_investments,paper_open,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1__realized_closed,-27235.7578125,62,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair1,realized_closed,finance_investments,realized_closed,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2__paper_open,-27466.21484375,63,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2,paper_open,finance_investments,paper_open,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2__realized_closed,-27148.7578125,58,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__pair2,realized_closed,finance_investments,realized_closed,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1__paper_open,-26884.166015625,66,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1,paper_open,finance_investments,paper_open,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1__realized_closed,-26788.67578125,63,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair1,realized_closed,finance_investments,realized_closed,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2__paper_open,-27607.8203125,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2,paper_open,finance_investments,paper_open,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2__realized_closed,-27595.74609375,55,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__pair2,realized_closed,finance_investments,realized_closed,gain,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair1__paper_open,-27226.19921875,55,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair1,paper_open,finance_investments,paper_open,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair1__realized_closed,-27025.71484375,53,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair1,realized_closed,finance_investments,realized_closed,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair2__paper_open,-26630.51171875,59,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair2,paper_open,finance_investments,paper_open,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair2__realized_closed,-26534.970703125,60,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__pair2,realized_closed,finance_investments,realized_closed,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1__paper_open,-27305.5625,47,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1,paper_open,finance_investments,paper_open,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1__realized_closed,-27138.421875,43,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1,realized_closed,finance_investments,realized_closed,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2__paper_open,-27236.13671875,52,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2,paper_open,finance_investments,paper_open,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2__realized_closed,-27084.640625,52,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2,realized_closed,finance_investments,realized_closed,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair1__paper_open,-26517.53125,54,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair1,paper_open,finance_investments,paper_open,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair1__realized_closed,-26306.2890625,56,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair1,realized_closed,finance_investments,realized_closed,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair2__paper_open,-26942.123046875,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair2,paper_open,finance_investments,paper_open,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair2__realized_closed,-26431.97265625,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__pair2,realized_closed,finance_investments,realized_closed,loss,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p1__paper_open,-27572.734375,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p1,paper_open,finance_investments,paper_open,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p1__realized_closed,-27043.4140625,46,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p1,realized_closed,finance_investments,realized_closed,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p2__paper_open,-27327.51171875,52,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p2,paper_open,finance_investments,paper_open,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p2__realized_closed,-26993.84765625,47,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__p2,realized_closed,finance_investments,realized_closed,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair1__paper_open,-26659.04296875,55,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair1,paper_open,finance_investments,paper_open,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair1__realized_closed,-27022.365234375,56,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair1,realized_closed,finance_investments,realized_closed,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair2__paper_open,-26428.556640625,59,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair2,paper_open,finance_investments,paper_open,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair2__realized_closed,-26428.900390625,60,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair2,realized_closed,finance_investments,realized_closed,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p1__paper_open,-27106.640625,49,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p1,paper_open,finance_investments,paper_open,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p1__realized_closed,-27028.57421875,47,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p1,realized_closed,finance_investments,realized_closed,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p2__paper_open,-26959.765625,50,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p2,paper_open,finance_investments,paper_open,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p2__realized_closed,-26844.4140625,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__p2,realized_closed,finance_investments,realized_closed,neutral,medium,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1__paper_open,-26455.7109375,53,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1,paper_open,finance_investments,paper_open,gain,large,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1__realized_closed,-26695.462890625,57,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1,realized_closed,finance_investments,realized_closed,gain,large,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2__paper_open,-27054.619140625,51,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2,paper_open,finance_investments,paper_open,gain,large,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2__realized_closed,-27053.708984375,52,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2,realized_closed,finance_investments,realized_closed,gain,large,none,none,gpt54
realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair1__paper_open,-27374.705078125,62,direction_train,realization_vector_generation_v1__gpt54__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__pair1,paper_open,finance_investments,paper_open,gain,large,none,none,gpt54
