prompt_id,prompt_text,prompt_family,source,source_llm,source_model,generation_cell_id,generation_batch_id,domain,concept_axis,emotion,emotion_intensity,risk_orientation,risk_intensity,casino_context,realization_frame,outcome_valence,behavior_target,control_type,contrast_role,variant_id,model_temperature,model_seed,expected_feature,notes
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp01,"Read the following short scenario.

Scenario:
He is trying to submit an online form before a deadline, but each time he fixes one highlighted field, a new error message appears somewhere else. He scrolls up and down, rechecks the same boxes, refreshes the page, and still cannot get past the final button.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp01,0.85,7,emotion,Repeated blocked attempts in a common non-casino task; medium intensity via cycling attention and obstruction.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp02,"Read the following short scenario.

Scenario:
She is assembling a bookshelf from a printed guide that skips a step between two diagrams. She loosens the panels, turns them around, matches the screws again, and reaches the same mismatch each time, with parts spread wider across the floor after every restart.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp02,0.85,7,emotion,Concrete repeated failure sequence with physical task structure and no explicit emotion terms.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp03,"Read the following short scenario.

Scenario:
At the station kiosk, his transit card keeps failing to reload. He taps twice, inserts it again, checks the balance screen, and moves to a second machine that stalls on the payment page in the same place. The queue shifts forward while he repeats the same steps more carefully.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp03,0.85,7,emotion,Attention loops and blocked progress in a public setting; maintains neutral risk orientation.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp04,"Read the following short scenario.

Scenario:
She is editing a report with a formatting problem that keeps returning after every fix. The paragraph numbers jump out of order, then the headings lose their style, then the spacing breaks on the next page. She undoes, reapplies, and compares versions, but the document keeps slipping back into the same mess.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp04,0.85,7,emotion,Office scenario with repeated correction attempts repeatedly blocked by system behavior.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp05,"Read the following short scenario.

Scenario:
He is trying to unlock a storage locker with a four-digit code sent earlier that morning. He checks old messages, reenters the numbers slowly, swaps two positions, and tries a nearby keypad in case the first one is faulty. The door stays shut through each methodical pass.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp05,0.85,7,emotion,Medium-intensity blockage through repeated verification and alternate attempts.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp06,"Read the following short scenario.

Scenario:
She is hanging a curtain rod that keeps ending up uneven. She measures the left bracket, then the right, drills again a little higher, steps back, and finds the rod still slanting across the window. Dust gathers on the floor as the same correction turns into another adjustment.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp06,0.85,7,emotion,Physical repeated blocked attempts with visible iteration and no affect labels.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp07,"Read the following short scenario.

Scenario:
He is troubleshooting a printer that accepts paper, hums for a moment, and then flashes the same warning icon. He clears the tray, opens the side panel, checks for scraps, restarts the device, and sends a test page again. The stack beside him remains untouched.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp07,0.85,7,emotion,Classic blocked-attempt pattern; concrete sensory cues and repeated cycles.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp08,"Read the following short scenario.

Scenario:
She is searching a spreadsheet for one broken formula that keeps throwing off the totals. She traces cells backward, corrects a reference, watches the numbers change, and then sees a different row go wrong. After another pass, the summary is still off by the same small amount.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp08,0.85,7,emotion,Cognitive obstruction through recursive checking and unresolved mismatch.
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp09,"Read the following short scenario.

Scenario:
He is trying to fit a bike chain back onto the gears after it slipped off. He lifts the rear wheel, guides the chain into place, turns the pedal, and watches it jump loose again. Grease builds on his fingers as each careful reset leads back to the same snag.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp09,0.85,7,emotion,"Embodied repeated failure with escalating effort, still natural and concise."
final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive__gp10,"Read the following short scenario.

Scenario:
She is updating an app that downloads fully, asks to restart, and then returns to the same update prompt. She checks the storage settings, deletes a few files, reconnects to the network, and starts over. Minutes later, the progress bar has led her back to the identical screen.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__frustration__neutral__none__none__none__positive,general,emotion,frustration,medium,neutral,none,none,none,none,none,none,positive,gp10,0.85,7,emotion,Digital loop scenario emphasizing repeated blocked attempts and attention cycling.
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_01,"Read the following short scenario.

Scenario:
Her car stalled on the shoulder twenty minutes before her shift started. The battery on her phone sat at one percent, the roadside assistance app would not load, and the area had no storefronts in sight. She kept checking the clock, then the signal bars, then the dark stretch of road ahead.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_01,0.85,7,emotion,Urgent narrowing options with time and resource constraints; concrete attention shifts evoke target emotion implicitly.
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_02,"Read the following short scenario.

Scenario:
At the pharmacy counter, he learned the prescription could only be filled before closing if a doctor resent the authorization within the hour. His phone showed three missed calls from the caregiver at home, the clinic line kept returning a recording, and the rain outside had already slowed traffic to a crawl.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_02,0.85,7,emotion,"Material worsening with delay, limited channels, and urgent deadline without explicit emotion words."
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_03,"Read the following short scenario.

Scenario:
The landlord's notice said the payment portal would lock at midnight, and the balance in her account was still short after an unexpected fee. She moved money between apps, refreshed the transfer page, and recalculated the numbers on a grocery receipt, knowing the office would be closed by the time morning came.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_03,0.85,7,emotion,Shrinking financial and temporal options; observable checking and recalculating patterns.
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_04,"Read the following short scenario.

Scenario:
His younger brother was waiting at a clinic across town, but the last train had been canceled and the ride-share price kept climbing with each refresh. He compared bus routes, watched the minutes slip past on the station board, and counted the cash in his wallet against the fare options still left.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_04,0.85,7,emotion,"Transportation constraint under urgency, with narrowing choices and attention focused on remaining options."
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_05,"Read the following short scenario.

Scenario:
She stood outside the exam building after realizing her identification card was missing. The test doors would close in fifteen minutes, campus security had a line out the lobby, and her bag had already been emptied twice onto the pavement. She kept patting every pocket and scanning the ground near the curb.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_05,0.85,7,emotion,Immediate deadline plus lost resource; repeated checking behavior and material consequences.
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_06,"Read the following short scenario.

Scenario:
The babysitter texted that she had to leave within half an hour, and his flight home had just been delayed again. The relatives he usually called were out of town, the airport help desk sent him to a website that would not open, and he kept flipping between contact lists and departure times.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_06,0.85,7,emotion,"Personal logistics with hard time limit and vanishing support options, framed through concrete actions."
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_07,"Read the following short scenario.

Scenario:
A pipe burst under her kitchen sink on the same afternoon her card hit its spending limit. Water was already reaching the hallway, the building manager's office closed in ten minutes, and the nearest hardware store was two bus rides away. She wrapped towels around the base and searched for any plumber still taking calls.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_07,0.85,7,emotion,Escalating practical problem with shrinking options and worsening consequences if inactive.
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_08,"Read the following short scenario.

Scenario:
He arrived at the border checkpoint and discovered the printed visa approval was still sitting on his desk at home. The airline app required a stable connection to retrieve documents, the public Wi-Fi kept dropping, and boarding had already begun. He alternated between reloading the file, checking the gate clock, and searching for a place to print nearby.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_08,0.85,7,emotion,"Travel deadline with resource failure; attention narrowed to clock, document, and remaining actions."
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_09,"Read the following short scenario.

Scenario:
The daycare closed at six, and her train stopped between stations after a power fault. Her phone battery was nearly gone, the emergency intercom offered no estimate, and the backup contact lived forty minutes away. She watched the time on the dim screen, then the unmoving tunnel outside, then the last few percent of charge.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_09,0.85,7,emotion,"Strong urgency and limited alternatives, using repeated focus shifts to imply the target state."
final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive__positive_10,"Read the following short scenario.

Scenario:
His online exam window would expire that night, but the apartment internet cut out after a storm and the library was about to close. The hotspot on his phone had little data left, the upload page had frozen twice already, and he kept moving between rooms to find a signal strong enough to submit.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__desperation__neutral__none__none__none__positive,general,emotion,desperation,medium,neutral,none,none,none,none,none,none,positive,positive_10,0.85,7,emotion,Deadline plus failing resources and narrowing options; medium-intensity pressure without explicit labels.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_01,"Read the following short scenario.

Scenario:
At the office kitchen, a sealed box of pastries sits on the counter with a note saying they are for the afternoon meeting. Each time he refills his water, his eyes return to the glossy icing, and he lingers a second longer before walking back to his desk.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_01,0.85,7,emotion,Food cue with repeated attention capture and approach hesitation; implicit medium temptation.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_02,"Read the following short scenario.

Scenario:
While finishing a report, she keeps switching tabs to an online store where a limited-edition jacket is still in her cart. She zooms in on the fabric, checks the countdown banner again, then closes the page and reopens it a few minutes later.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_02,0.85,7,emotion,Consumer-purchase scenario using attentional return and near-action without explicit feeling words.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_03,"Read the following short scenario.

Scenario:
He promised himself he would not check social media until after dinner, but the phone on the table lights up every few minutes. His hand drifts toward it during small pauses, and he keeps turning the screen face down, then back over.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_03,0.85,7,emotion,Digital distraction framed through repeated cue-triggered reach behavior.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_04,"Read the following short scenario.

Scenario:
At a bookstore, she heads toward the exit with the novel she came for, then slows beside a display of newly released hardcovers. She picks one up, reads the first page, sets it back, circles once more, and checks the price tag again.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_04,0.85,7,emotion,"Retail browsing with circling, touching, and reconsideration to evoke pull toward an optional purchase."
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_05,"Read the following short scenario.

Scenario:
During exam week, his laptop is open to lecture notes, but a half-finished strategy game icon sits in the corner of the screen. He moves the cursor over it during breaks, opens the launch window, then minimizes it when the loading bar appears.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_05,0.85,7,emotion,Competing task and leisure cue with repeated near-engagement.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_06,"Read the following short scenario.

Scenario:
She walks past a boutique on her way home and notices the same boots in the window for the third day in a row. Even after continuing down the block, she stops, looks back through the glass, and checks the store hours on her phone.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_06,0.85,7,emotion,"Approach tendency expressed through stopping, looking back, and planning possibility."
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_07,"Read the following short scenario.

Scenario:
A jar of imported chocolates is on the receptionist's desk for guests, and he is there early with no one around. He straightens a brochure, glances at the jar, reaches halfway, then folds his hands and waits, only to look over again a moment later.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_07,0.85,7,emotion,Mild rule boundary plus unattended desirable object; concrete motor restraint cues.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_08,"Read the following short scenario.

Scenario:
Late at night, she is supposed to be packing for an early train, but a streaming app suggests the final episode of a series she has nearly finished. She scrolls to the thumbnail twice, reads the episode summary, and leaves the play button highlighted.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_08,0.85,7,emotion,Immediate leisure lure versus obligation; attention repeatedly returns to the cue.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_09,"Read the following short scenario.

Scenario:
He is trying to stick to a budget, yet he keeps revisiting the product page for a used camera listed nearby. He compares sample photos, maps the pickup route, closes the listing, and then searches for it again before bed.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_09,0.85,7,emotion,Budget conflict without explicit emotion words; repeated checking and imagined acquisition.
final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive__temptation_10,"Read the following short scenario.

Scenario:
At a family gathering, a covered tray of warm cookies is set aside for dessert after dinner. While clearing plates, she catches the smell each time she passes, lifts the lid slightly to look, puts it down, and chooses a longer route around the table.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__temptation__neutral__none__none__none__positive,general,emotion,temptation,medium,neutral,none,none,none,none,none,none,positive,temptation_10,0.85,7,emotion,Sensory cue plus avoidance maneuvers and repeated inspection for medium temptation.
final_inference_prompt_generation_v1__codex__general_emotion_positive__anxiety__neutral__none__none__none__positive__positive_01,"Read the following short scenario.

Scenario:
Before submitting an online job application, he rereads the same three sentences in the cover letter, notices a missing attachment, checks the deadline twice, and keeps returning to the upload page to make sure the file name is correct.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__anxiety__neutral__none__none__none__positive,general,emotion,anxiety,medium,neutral,none,none,none,none,none,none,positive,positive_01,0.85,7,emotion,"Implicit medium anxiety via checking, rereading, and attentional looping in a non-casino setting."
final_inference_prompt_generation_v1__codex__general_emotion_positive__anxiety__neutral__none__none__none__positive__positive_02,"Read the following short scenario.

Scenario:
At the airport security line, she pats each pocket again, reopens her backpack to confirm the passport sleeve is still there, and keeps glancing at the departure board while the line inches forward.

Do not answer yet. Continue processing the scenario.",final_general_emotion,openrouter_generated,codex,openai/gpt-5.4,general_emotion_positive,final_inference_prompt_generation_v1__codex__general_emotion_positive__anxiety__neutral__none__none__none__positive,general,emotion,anxiety,medium,neutral,none,none,none,none,none,none,positive,positive_02,0.85,7,emotion,Travel context with repeated verification and divided attention; no explicit emotion labels.
